MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;condition
1,16858E+16;1,38664E+16;9,13239E+14;4,73404E+15;-3,92839E+15;3,25956E+15;2,10039E+14;2,45401E+16;1,1696E+15;baseline
2,96761E+16;3,15437E+16;2,61078E+14;5,43594E+15;9,10447E+15;1,68012E+16;2,10015E+16;6,23198E+15;2,96769E+16;stress
6,81259E+15;6,9828E+16;6,46324E+16;5,19562E+14;-5,34719E+14;-7,20967E+15;2,10006E+15;1,43064E+16;6,81276E+16;baseline
9,80387E+15;1,11237E+14;7,61795E+15;3,50571E+15;4,66514E+15;1,06229E+16;2,10033E+16;2,05881E+15;9,80486E+15;baseline
3,70992E+16;3,91769E+15;3,44276E+16;4,7493E+15;3,74369E+15;4,20219E+15;2,10016E+15;7,79084E+15;3,70996E+15;baseline
7,35746E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,31864E+15;5,04081E+15;2,10003E+15;1,54507E+16;7,35781E+16;stress
9,79453E+15;1,11237E+14;7,61795E+15;3,50571E+15;4,30588E+15;9,62149E+13;2,10036E+15;2,05685E+16;9,79556E+14;baseline
1,16191E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,78394E+16;5,7515E+16;2,10003E+16;2,44001E+15;1,16256E+16;baseline
1,15729E+16;1,22536E+16;1,07071E+15;1,54648E+15;6,17389E+15;-8,05356E+15;2,10002E+15;2,43032E+15;1,15773E+16;stress
1,17328E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,44396E+16;-5,21612E+15;2,10003E+15;2,46389E+16;1,17383E+16;baseline
6,18314E+15;6,37703E+16;5,91087E+16;4,66156E+14;-8,14678E+15;3,71327E+15;2,10005E+16;1,29846E+16;6,18346E+15;amusement
3,86904E+16;4,04243E+16;3,58543E+15;4,57001E+14;-1,065E+16;8,72512E+15;2,10013E+16;8,12498E+15;3,86921E+16;baseline
3,86042E+16;4,04243E+16;3,58543E+15;4,57001E+14;-8,28355E+15;7,17609E+15;2,10013E+16;8,10688E+15;3,86065E+15;baseline
3,69556E+15;3,82233E+14;3,52135E+15;3,0098E+15;-6,37832E+14;-1,82983E+15;2,10008E+15;7,76068E+15;3,69566E+16;amusement
1,38142E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,76213E+15;1,37958E+16;2,10058E+16;2,90098E+16;1,38152E+16;amusement
2,42877E+16;2,59819E+16;2,0916E+16;5,06592E+11;-6,55825E+15;-2,79277E+13;2,10024E+16;5,10041E+16;2,42896E+14;baseline
1,90008E+16;2,18658E+14;1,58119E+16;6,05392E+15;-1,46129E+16;-2,41117E+15;2,10025E+15;3,99016E+16;1,90545E+16;stress
2,94732E+16;3,15437E+16;2,73209E+15;4,22287E+15;6,02602E+15;1,71493E+16;2,10017E+16;6,18938E+15;2,94743E+15;stress
8,90011E+15;1,09493E+16;7,6252E+15;3,32413E+15;-9,2967E+15;4,65918E+15;2,10002E+16;1,86902E+15;8,94E+15;stress
6,00451E+15;7,9071E+13;3,52287E+16;4,38423E+16;-1,50245E+16;-5,63067E+15;2,1001E+16;1,26095E+15;6,19056E+15;baseline
3,9662E+15;4,28238E+15;3,51982E+16;7,62558E+15;-1,03538E+16;3,79016E+15;2,10015E+16;8,32902E+15;3,9681E+15;stress
6,31217E+16;6,46553E+16;5,97839E+13;4,87137E+15;8,39725E+15;5,10282E+14;2,10011E+16;1,32556E+15;6,31219E+15;amusement
9,9851E+15;1,13922E+14;9,12056E+15;2,27165E+16;-8,65675E+15;7,72247E+15;2,10005E+15;2,09687E+16;1,00036E+16;stress
4,25665E+15;4,94232E+14;3,87764E+15;1,06468E+16;3,91447E+15;1,10352E+16;2,10017E+16;8,93897E+15;4,26167E+15;stress
6,02853E+16;6,19698E+16;5,82352E+15;3,73459E+15;5,35994E+15;3,79335E+15;2,10013E+14;1,26599E+15;6,02856E+15;baseline
1,84163E+16;2,42195E+16;1,47552E+14;9,46426E+15;6,16077E+15;1,34364E+15;2,1002E+15;3,86742E+15;1,85023E+16;baseline
9,58627E+15;1,11305E+16;8,02345E+15;3,10707E+16;-1,40128E+16;-1,06608E+15;2,10002E+15;2,01312E+16;9,62402E+15;stress
1,14153E+16;1,21964E+15;1,09997E+16;1,19667E+16;-6,12327E+15;1,02908E+15;2,10003E+16;2,3972E+15;1,14197E+16;baseline
6,13322E+15;6,34956E+16;5,78995E+15;5,59616E+15;1,71363E+16;1,53354E+16;2,10012E+16;1,28798E+16;6,13332E+15;baseline
1,12352E+16;1,14201E+16;1,09829E+16;4,37164E+14;-8,28527E+14;4,67611E+15;2,10003E+16;2,3594E+16;1,12354E+16;baseline
6,33222E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,39596E+16;8,56819E+15;2,10011E+15;1,32977E+16;6,33228E+16;amusement
1,16572E+16;1,19526E+16;1,13922E+14;5,60379E+15;-1,12825E+16;2,97218E+15;2,10003E+13;2,448E+15;1,16576E+16;amusement
1,75419E+16;1,98288E+15;1,42174E+16;5,61142E+15;-1,24573E+16;1,19031E+15;2,10032E+16;3,6838E+15;1,7554E+15;baseline
6,29701E+15;7,1888E+16;5,99709E+15;1,19171E+14;6,08442E+14;2,66355E+16;2,10003E+15;1,32237E+15;6,30069E+15;baseline
8,66112E+15;9,71527E+14;0;9,71527E+14;1,45853E+16;-9,70782E+14;2,10016E+15;1,81884E+16;8,68258E+15;stress
3,8887E+15;4,24194E+12;3,4481E+15;7,93839E+15;-1,23397E+16;-1,41645E+15;2,10012E+15;8,16628E+15;3,89105E+15;stress
1,28477E+15;1,43356E+15;9,12094E+15;5,21469E+15;5,53543E+15;1,2822E+16;2,10046E+15;2,69801E+16;1,28489E+16;baseline
2,1431E+15;2,31476E+14;1,84364E+16;4,71115E+15;2,62119E+15;-1,13755E+16;2,10024E+16;4,50051E+16;2,14415E+16;amusement
5,70636E+15;5,95093E+12;5,37567E+14;5,75256E+13;-8,68055E+15;-3,20008E+15;2,10005E+15;1,19834E+16;5,70686E+15;baseline
3,70923E+16;3,91769E+15;3,50151E+16;4,16183E+15;3,9822E+16;4,30224E+15;2,10016E+16;7,78939E+15;3,70927E+14;baseline
1,25584E+16;1,40457E+15;9,55582E+15;4,4899E+15;5,26887E+15;1,44036E+16;2,10049E+15;2,63727E+15;1,25596E+16;baseline
1,12134E+16;1,14063E+16;1,09829E+16;4,23431E+14;-2,22172E+16;6,13949E+15;2,10003E+16;2,35481E+16;1,12135E+16;baseline
1,15406E+16;1,22028E+16;1,05789E+15;1,62392E+16;3,23932E+15;-8,25517E+15;2,10002E+16;2,42353E+16;1,15455E+16;stress
1,37701E+16;1,57738E+16;1,12762E+14;4,49753E+15;3,81456E+15;1,4115E+16;2,1006E+15;2,89172E+15;1,37712E+16;amusement
7,88198E+15;8,39882E+15;7,51839E+15;8,80432E+13;-6,57939E+14;8,84059E+15;2,10004E+14;1,65522E+16;7,88381E+15;amusement
7,15971E+15;9,63974E+15;4,98962E+13;4,65012E+15;-4,1549E+15;1,69175E+16;2,10111E+16;1,50354E+16;7,19442E+15;amusement
2,85261E+15;3,02315E+16;2,55699E+15;4,66156E+14;-8,42843E+15;7,21354E+15;2,10017E+16;5,99047E+15;2,85292E+15;baseline
6,21598E+14;6,39458E+15;5,94978E+16;4,44794E+14;-3,29286E+15;-9,70264E+15;2,10011E+16;1,30536E+16;6,21617E+15;baseline
2,19605E+16;2,42119E+16;1,85738E+16;5,63812E+14;-7,36779E+15;4,84213E+15;2,1002E+15;4,6117E+16;2,19654E+16;baseline
6,32852E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,21539E+16;8,94183E+15;2,10011E+16;1,32899E+16;6,32858E+15;amusement
2,17742E+15;2,31476E+14;1,9474E+16;3,67355E+15;1,23008E+15;3,69184E+15;2,10018E+16;4,57258E+15;2,17751E+15;amusement
4,74128E+15;5,43747E+15;4,07486E+15;1,36261E+14;1,95988E+15;3,68934E+15;2,10014E+16;9,95669E+15;4,74621E+15;stress
6,64086E+15;7,09534E+13;6,2233E+15;8,7204E+14;-1,07466E+16;4,37325E+15;2,10004E+15;1,39458E+16;6,64346E+15;baseline
2,90803E+16;3,25012E+13;2,65846E+16;5,9166E+15;-7,69441E+15;1,22683E+16;2,10023E+16;6,10686E+15;2,91021E+16;amusement
2,80411E+15;2,95982E+15;2,5898E+16;3,70026E+14;5,00138E+15;5,45662E+15;2,10018E+15;5,88864E+15;2,80415E+16;baseline
8,12981E+14;9,62067E+14;5,15747E+12;4,4632E+14;4,4036E+15;1,0894E+16;2,10034E+16;1,70726E+16;8,13112E+15;baseline
8,84143E+15;1,20987E+15;0;1,20987E+15;2,7932E+15;9,2339E+15;2,10016E+16;1,8567E+15;8,90257E+14;stress
2,80382E+16;2,9892E+14;2,46696E+16;5,22232E+15;6,54721E+16;1,2693E+16;2,10015E+16;5,88801E+15;2,80387E+15;baseline
7,20911E+15;9,63974E+15;5,20325E+13;4,43649E+15;-3,01502E+16;4,00945E+15;2,10117E+15;1,51391E+16;7,23793E+15;amusement
4,46832E+15;4,94881E+16;3,89175E+15;1,05705E+16;-1,16234E+16;-4,40145E+15;2,10015E+16;9,38347E+15;4,47581E+15;stress
2,84696E+16;2,99759E+15;2,65846E+16;3,39127E+15;-5,23803E+14;1,37001E+16;2,10023E+15;5,97861E+15;2,84707E+16;amusement
7,35686E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,31713E+16;5,93704E+15;2,10003E+15;1,54494E+16;7,35722E+15;stress
9,70087E+15;1,11137E+16;8,8192E+15;2,29454E+15;3,18843E+15;2,87157E+15;2,10004E+16;2,03718E+15;9,70984E+15;stress
1,77774E+16;2,02293E+15;1,26801E+14;7,54929E+15;-1,53815E+16;-2,26351E+15;2,10022E+15;3,73325E+15;1,7815E+15;stress
8,22062E+15;96435546875;5,15747E+12;4,48608E+12;4,232E+15;1,15094E+16;2,10034E+16;1,72633E+16;8,22195E+15;baseline
6,02148E+15;6,19698E+16;5,82352E+15;3,73459E+15;5,35272E+15;1,24599E+16;2,10013E+15;1,26451E+16;6,02152E+14;baseline
7,52298E+15;9,77249E+15;4,92287E+15;4,84962E+15;-1,35865E+16;-3,96733E+15;2,10008E+16;1,57983E+16;7,65799E+16;amusement
4,19907E+15;5,04036E+16;3,16772E+12;1,87263E+16;-1,29686E+16;-3,29114E+15;2,10025E+15;8,81806E+15;4,2234E+13;stress
6,59589E+14;9,63974E+15;4,45175E+15;5,18799E+11;-9,56927E+15;6,37301E+15;2,10056E+15;1,38514E+16;6,67169E+15;amusement
8,04353E+15;9,47952E+15;5,15747E+12;4,32205E+15;3,38579E+15;8,398E+15;2,10033E+16;1,68914E+16;8,04507E+15;baseline
1,30991E+16;1,4698E+16;1,05667E+15;4,13132E+15;1,39952E+15;6,60052E+15;2,10036E+16;2,7508E+16;1,31009E+15;baseline
2,13701E+14;2,31857E+15;1,85471E+15;4638671875;-4,38021E+15;-8,4111E+15;2,10019E+16;4,48771E+15;2,1373E+16;baseline
9,77804E+15;1,11137E+16;9,12056E+15;1,99318E+16;8,18475E+15;9,95191E+15;2,10004E+16;2,05339E+16;9,78374E+15;stress
7,64616E+15;8,16689E+15;7,19337E+15;9,73511E+12;-7,05668E+15;-2,93994E+15;2,10006E+16;1,60569E+16;7,64819E+16;stress
2,94205E+16;3,1353E+16;2,73209E+15;4,03214E+15;3,9895E+14;6,37114E+15;2,10018E+14;6,1783E+15;2,9421E+16;stress
2,35249E+16;2,52647E+15;2,10419E+14;4,22287E+15;1,3468E+16;9,68146E+15;2,10026E+15;4,94023E+15;2,35256E+15;baseline
1,38053E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,7552E+15;1,324E+16;2,10057E+16;2,89912E+15;1,38064E+16;amusement
9,79832E+15;1,11237E+14;7,61795E+15;3,50571E+15;4,41937E+15;9,7501E+15;2,10035E+16;2,05765E+15;9,79935E+15;baseline
2,76137E+15;3,00026E+16;2,41051E+15;5,89752E+14;-1,39505E+15;4,70175E+14;2,10016E+15;5,79887E+15;2,76282E+15;amusement
6,60874E+15;6,83174E+16;6,27289E+14;5,58853E+15;7,56515E+15;1,04181E+16;2,10006E+16;1,38784E+16;6,6089E+15;baseline
6,32172E+15;6,52351E+16;5,97839E+13;5,4512E+15;2,58371E+14;1,43001E+16;2,10011E+15;1,32756E+15;6,32179E+15;amusement
7,15086E+15;9,63974E+15;4,52805E+15;5,11169E+13;-4,61016E+15;1,57762E+16;2,1011E+16;1,50168E+16;7,18647E+15;amusement
3,33286E+16;3,8269E+12;2,88391E+13;9,42993E+12;-1,71509E+16;-2,09098E+16;2,10014E+16;6,999E+15;3,34311E+13;amusement
4,04797E+15;4,62837E+16;3,59268E+15;1,03569E+16;-4,08929E+15;7,79167E+15;2,10013E+15;8,50074E+15;4,05417E+16;stress
1,80255E+16;2,34299E+15;1,40991E+12;9,33075E+14;-9,87355E+15;4,43129E+15;2,10067E+16;3,78535E+15;1,815E+16;baseline
111871875;1,13617E+14;1,09997E+16;3,62015E+15;8,83451E+15;-1,10698E+15;2,10002E+15;2349309375;1,11872E+16;baseline
9,56283E+15;1,10855E+15;6,3858E+14;4,69971E+11;8,18506E+14;1,37036E+16;2,10032E+16;2,00819E+16;9,5638E+15;amusement
3,03757E+15;3,26157E+15;2,67105E+15;5,90515E+13;-7,64175E+15;-3,55764E+15;2,10018E+16;6,3789E+15;3,038E+16;amusement
7,56652E+16;9,01184E+13;6,62117E+16;2,39067E+16;-8,30129E+15;6,29285E+14;2,10003E+15;1,58897E+16;7,59175E+15;baseline
1,1845E+16;1,22177E+15;1,10584E+16;1,15929E+16;2,24362E+14;-1,21803E+16;2,10003E+16;2,48745E+16;1,18481E+15;baseline
2,62232E+16;3,63503E+15;1,57013E+14;2,0649E+16;-1,18946E+16;-3,50869E+15;2,10056E+15;5,50686E+15;2,66851E+15;stress
4,669E+14;5,50842E+13;3,88374E+15;1,62468E+16;-2,06156E+15;-7,03695E+15;2,10019E+16;9,80489E+15;4,67785E+13;stress
3,78298E+15;4,03328E+16;3,5141E+14;5,1918E+15;-3,39162E+15;9,40501E+15;2,10017E+16;7,94426E+15;3,78344E+15;baseline
8,39523E+15;1,00632E+15;6,15311E+15;3,91006E+15;3,63655E+15;6,84697E+15;2,10036E+15;1,763E+16;8,39814E+14;baseline
2,95422E+16;3,19443E+15;2,73209E+15;4,62341E+13;1,19364E+15;1,44095E+16;2,10018E+16;6,20387E+15;2,95446E+15;stress
1,09342E+15;1,52092E+16;6,77109E+15;8,43811E+13;-5,77192E+15;9,86013E+14;2,1003E+16;2,29617E+15;1,10471E+15;baseline
5,30878E+15;5,41573E+16;5,05753E+15;3,582E+15;9,42324E+15;-3,50639E+14;2,10008E+16;1,11484E+16;5,3088E+15;baseline
8,33422E+15;9,77249E+15;6,24657E+16;3,52592E+16;-5,85354E+15;-1,11702E+16;2,10006E+15;1,75019E+16;8,36993E+15;amusement
1,17487E+16;1,23306E+15;1,13129E+14;1,01776E+14;-9,91068E+15;5,11102E+14;2,10002E+16;2,46724E+16;1,17513E+15;baseline
6,24021E+16;6,48994E+16;6,02264E+14;4,673E+15;6,97624E+15;2,00146E+15;2,10004E+16;1,31044E+16;6,24028E+16;baseline
2,91217E+16;3,25012E+13;2,65846E+16;5,9166E+15;-2,97398E+15;1,14807E+16;2,10023E+14;6,11556E+14;2,91446E+16;amusement
3,59021E+12;3,77388E+15;3,31688E+15;4,57001E+14;-1,13296E+15;7,4107E+14;2,10012E+14;7,53944E+13;3,59052E+16;stress
6,1201E+15;6,30684E+16;5,78995E+15;5,16891E+15;2,75807E+16;5,70402E+15;2,10012E+15;1,28522E+16;6,12016E+13;baseline
7,395E+16;7,78656E+14;7,04041E+13;7,46155E+13;-1,13799E+15;6,87957E+15;2,10003E+16;1,55295E+16;7,39637E+15;stress
7,53949E+15;8,16689E+15;7,00607E+15;1,16081E+16;-1,441E+16;7,35793E+15;2,10006E+16;1,58329E+16;7,54351E+15;stress
5,58348E+15;6,5937E+16;5,14793E+16;1,44577E+15;-3,20107E+16;7,78132E+15;2,10011E+16;1,17253E+15;5,58952E+15;amusement
2,78601E+15;3,00369E+15;2,41051E+15;5,93185E+15;-1,69687E+16;1,488E+15;2,10016E+16;5,85063E+15;2,78751E+16;amusement
3,7178E+15;3,89557E+14;3,44276E+16;4,52805E+15;5,12857E+15;3,77307E+15;2,10016E+16;7,80738E+15;3,71787E+16;baseline
4,43041E+15;5,62782E+16;3,96423E+13;1,66359E+16;4,51332E+15;1,22404E+15;2,10016E+16;9,30387E+15;4,44479E+15;stress
3,90568E+16;4,25377E+16;3,57094E+16;6,82831E+14;1,06459E+16;7,91335E+14;2,1001E+15;8,20192E+15;3,90671E+16;stress
6,23936E+15;6,39458E+15;5,94978E+16;4,44794E+14;2,66897E+16;-3,91904E+15;2,10011E+15;1,31026E+16;6,23939E+15;baseline
1,07155E+16;1,2632E+16;9,19991E+15;3,43208E+16;-1,30918E+15;-2,07324E+15;2,10006E+15;2,25026E+16;1,07451E+16;stress
7,7298E+14;9,05228E+15;4,89426E+15;4,15802E+14;4,15659E+15;9,19951E+15;2,10029E+16;1,62326E+15;7,73127E+14;baseline
2,93629E+16;3,25012E+13;2,65846E+16;5,9166E+15;-1,21655E+16;7,15634E+15;2,10022E+15;6,16622E+14;2,93897E+15;amusement
5,38721E+15;5,52559E+16;5,15823E+15;3,67355E+15;-1,04196E+16;3,8383E+16;2,10009E+16;1,13131E+15;5,38741E+15;baseline
1,65606E+16;1,79138E+13;1,34468E+16;4,46701E+15;2,16965E+16;6,06832E+15;2,10025E+15;3,47773E+15;1,65614E+16;baseline
2,988E+16;3,19443E+15;2,73743E+13;4,57001E+14;-6,71415E+15;1,42979E+16;2,10019E+16;6,27481E+14;2,98816E+16;stress
6,02746E+14;6,19698E+16;5,82352E+15;3,73459E+15;6,00357E+15;3,09475E+15;2,10013E+16;1,26577E+16;6,02749E+15;baseline
1,20986E+16;1,4019E+16;8,71277E+13;5,30624E+15;4,12975E+15;-4,07069E+15;2,10059E+16;2,5407E+15;1,21096E+16;baseline
8,66431E+15;9,71527E+14;0;9,71527E+14;1,5076E+16;-9,81264E+15;2,10016E+15;1,8195E+16;8,68546E+15;stress
3,96092E+16;4,28238E+15;3,51982E+16;7,62558E+15;-1,02209E+16;5,37842E+15;2,10015E+16;8,31792E+15;3,96283E+16;stress
3,79048E+15;3,90434E+15;3,62091E+14;2,83432E+15;-2,9931E+15;-3,94669E+16;2,10015E+16;7,96E+15;3,79052E+16;baseline
2,00049E+15;2,25792E+15;1,63078E+16;6,27136E+13;-1,46272E+16;-8,50414E+15;2,10029E+16;4,20103E+15;2,00166E+16;stress
4,27361E+15;4,98886E+15;3,87764E+15;1,11122E+16;3,8165E+16;1,12455E+15;2,10017E+14;8,97458E+15;4,27933E+15;stress
7,88308E+15;8,39882E+15;7,55501E+15;8,43811E+13;-6,47941E+15;8,86371E+15;2,10004E+16;1,65545E+15;7,88488E+16;amusement
3,00485E+16;3,25012E+13;2,65846E+16;5,9166E+15;-1,62304E+16;-1,99684E+16;2,1002E+16;6,31019E+15;3,00677E+16;amusement
6,75969E+15;9,63974E+15;4,45175E+15;5,18799E+11;-1,30178E+16;2,67433E+15;2,10072E+16;1,41953E+15;6,83446E+15;amusement
2,19441E+16;2,42119E+16;1,85738E+16;5,63812E+14;-7,46663E+15;4,75941E+15;2,1002E+15;4,60827E+15;2,19489E+15;baseline
2,15866E+15;2,31857E+15;1,85471E+15;4638671875;-7,15683E+15;2,60211E+15;2,10019E+16;4,53318E+15;2,15892E+15;baseline
9,49348E+15;1,10855E+15;6,05011E+14;5,0354E+12;6,59856E+16;5,1501E+15;2,10036E+15;1,99363E+16;9,49489E+15;amusement
7,10211E+15;7,82623E+14;6,14433E+15;1,6819E+16;-1,30358E+16;-6,78827E+15;2,10003E+15;1,49144E+16;7,12298E+16;baseline
8,53808E+15;9,71527E+14;7,36389E+13;2,35138E+14;-1,33966E+16;6,50946E+15;2,10003E+16;1,793E+16;8,56671E+15;stress
3,71508E+15;3,90244E+15;3,38783E+16;5,14603E+15;-1,11551E+16;1,90547E+15;2,10012E+15;7,80167E+15;3,71545E+16;stress
3,54546E+16;3,76282E+13;3,31688E+15;4,45938E+15;-6,16802E+15;2,27913E+15;2,10011E+16;7,44546E+14;3,54573E+16;stress
1,17576E+16;1,21174E+16;1,13922E+14;7,25174E+15;-1,4004E+16;1,06307E+15;2,10003E+16;2,4691E+15;1,17587E+16;amusement
6,80101E+16;7,16591E+16;6,31371E+16;8,52203E+14;-1,26584E+16;3,75338E+15;2,10007E+15;1,42821E+16;6,80261E+15;baseline
1,92053E+16;2,02717E+15;1,78719E+16;2,39983E+16;-1,15282E+15;-4,34059E+15;2,10012E+15;4,03311E+16;1,92157E+16;stress
1,76156E+16;2,02293E+15;1,26801E+14;7,54929E+15;-1,59406E+16;1,4433E+16;2,10023E+15;3,69928E+16;1,76532E+16;stress
3,7095E+14;3,91769E+15;3,50151E+16;4,16183E+15;4,11955E+16;4,44122E+15;2,10016E+15;7,78994E+15;3,70953E+16;baseline
6,34914E+15;6,53954E+16;6,04515E+16;4,94385E+11;1,59365E+15;7,22622E+15;2,10011E+16;1,33332E+16;6,34919E+15;amusement
6,10574E+14;6,48994E+16;5,67093E+15;8,19016E+15;-5,74138E+15;7,10998E+15;2,10013E+15;1,28221E+15;6,1069E+14;baseline
1,13897E+16;1,17176E+16;1,11519E+16;5,6572E+15;-9,5149E+15;5,07294E+15;2,10002E+16;2,39183E+16;1,13903E+16;baseline
6,54747E+15;6,69365E+15;6,21223E+16;4,81415E+14;2,13182E+16;3,14702E+15;2,10007E+15;1,37497E+16;6,54749E+16;baseline
3,4349E+15;3,70941E+14;3,1002E+15;6,09207E+15;2,24473E+16;6,02578E+15;2,10011E+15;7,21328E+15;3,43514E+14;stress
1,61793E+15;1,79749E+13;1,35307E+16;4,44412E+15;-1,178E+16;1,7221E+16;2,10014E+15;3,39765E+15;1,61898E+16;baseline
5,51804E+15;5,62019E+16;5,32722E+16;29296875;3,87582E+15;-6,97161E+15;2,10005E+15;1,15879E+16;5,51809E+15;baseline
6,15887E+15;6,37474E+16;5,78995E+15;5,84793E+15;-1,12091E+16;6,53408E+15;2,10012E+15;1,29336E+16;6,15911E+15;baseline
6,17962E+15;6,38084E+16;5,78995E+15;5,90897E+15;-1,63286E+16;1,16645E+16;2,10012E+16;1,29772E+16;6,17993E+15;baseline
9,53937E+15;1,10855E+15;6,05011E+14;5,0354E+12;9,70568E+14;9,06636E+14;2,10034E+15;2,00327E+13;9,54048E+15;amusement
7,65299E+15;9,05228E+15;4,89426E+15;4,15802E+14;3,19023E+16;9,05101E+15;2,10024E+16;1,60713E+15;7,65465E+14;baseline
3,84882E+15;4,04243E+16;3,57513E+14;4,673E+15;-8,95667E+15;5,71141E+15;2,10013E+16;8,08252E+15;3,84918E+15;baseline
2,46568E+16;2,62756E+13;2,16827E+14;4,5929E+13;1,23796E+16;4,73363E+15;2,10023E+16;5,17792E+15;2,46577E+16;baseline
1,65633E+16;1,79138E+13;1,32027E+16;4,71115E+15;3,00163E+16;6,37904E+15;2,10024E+16;3,47828E+16;1,65641E+16;baseline
6,94467E+15;7,74612E+15;6,48384E+16;1,26228E+16;-7,29827E+15;5,43051E+15;2,10004E+16;1,45838E+16;6,95131E+15;baseline
1,65636E+16;1,79138E+13;1,32027E+16;4,71115E+15;3,00639E+16;6,34431E+15;2,10024E+16;3,47836E+16;1,65645E+16;baseline
1,79306E+16;1,98822E+14;1,55602E+16;4,32205E+15;-1,19318E+16;-7,48982E+15;2,10015E+15;3,76543E+15;1,79395E+16;baseline
1,11788E+16;1,13277E+16;1,09829E+16;3,44849E+12;3,35086E+15;3,71082E+15;2,10003E+15;2,34754E+15;1,11788E+16;baseline
6,34876E+15;6,53954E+16;6,04515E+16;4,94385E+11;1,55591E+15;7,40408E+15;2,10011E+16;1,33324E+15;6,34881E+15;amusement
1,25575E+16;1,40457E+15;9,51385E+14;4,53186E+13;5,41096E+15;1,42897E+16;2,1005E+16;2,63707E+15;1,25587E+16;baseline
3,59527E+16;3,78723E+13;3,31688E+15;4,70352E+15;-1,12464E+16;-7,3906E+14;2,10012E+16;7,55006E+15;3,59558E+16;stress
9,76117E+14;1,11137E+16;9,12056E+15;1,99318E+16;7,24477E+15;1,00831E+16;2,10004E+15;2,04985E+16;9,76715E+15;stress
1,13331E+16;1,16089E+12;1,10744E+16;5,34439E+15;-8,32818E+15;4,31247E+16;2,10002E+16;2,37996E+16;1,13336E+16;baseline
3,03593E+15;3,22037E+15;2,79503E+15;4,25339E+15;4,79317E+15;5,28823E+15;2,10012E+16;6,37545E+15;3,03607E+16;amusement
7,81772E+15;91552734375;4,89426E+15;4,26102E+15;5,87359E+15;1,16923E+15;2,10034E+16;1,64172E+16;7,81901E+15;baseline
2,35002E+15;2,49329E+13;2,16866E+16;3,24631E+15;8,12247E+15;-2,65626E+16;2,10027E+16;4,93505E+15;2,35011E+14;baseline
1,87807E+16;2,08473E+16;1,61934E+16;4,65393E+13;1,33057E+16;-9,26623E+15;2,1002E+15;3,94394E+15;1,87932E+16;stress
1,15105E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,41401E+16;5,74888E+15;2,10003E+16;2,4172E+16;1,15165E+16;baseline
3,52695E+15;3,94249E+16;3,09792E+16;8,44574E+14;-9,40179E+15;-1,42493E+15;2,10014E+15;7,4066E+15;3,53047E+16;stress
3,9078E+15;4,25377E+16;3,57094E+16;6,82831E+14;9,68387E+15;7,93124E+15;2,1001E+16;8,20639E+14;3,90888E+16;stress
3,91346E+15;4,31671E+14;3,51868E+13;7,98035E+13;-1,02883E+16;4,23738E+15;2,10022E+14;8,21827E+15;3,91575E+15;baseline
6,79694E+15;6,9828E+16;6,46324E+16;5,19562E+14;-8,67467E+15;-5,46181E+15;2,10006E+16;1,42736E+16;6,79723E+16;baseline
4,07884E+15;5,04036E+16;3,16772E+12;1,87263E+16;-1,41726E+15;-2,50159E+15;2,10027E+16;8,56556E+15;4,10484E+15;stress
7,50255E+16;8,01353E+15;6,89926E+15;1,11427E+16;-1,38927E+15;1,89174E+16;2,10007E+16;1,57554E+15;7,50712E+15;stress
5,31151E+12;5,40733E+16;5,07889E+15;3,28445E+15;-2,18789E+16;7,18577E+15;2,10008E+16;1,11542E+14;5,31153E+16;baseline
6,7368E+15;9,45282E+14;4,45175E+15;5,00107E+15;-9,64131E+15;7,05962E+15;2,10051E+16;1,41473E+15;6,79445E+15;amusement
6,60662E+15;6,83174E+16;6,27289E+14;5,58853E+15;1,00971E+16;1,10738E+16;2,10006E+16;1,38739E+16;6,60678E+16;baseline
3,99813E+16;4,62837E+16;3,73154E+15;8,96835E+15;1,7633E+16;1,61707E+16;2,1001E+16;8,39608E+15;4,00276E+15;stress
1,11787E+16;1,13277E+16;1,09829E+16;3,44849E+12;1,80238E+15;2,65723E+16;2,10003E+16;2,34752E+14;1,11787E+16;baseline
2,20231E+16;2,42119E+16;1,85738E+16;5,63812E+14;-8,42671E+15;4,4769E+14;2,1002E+16;4,62486E+15;2,20284E+16;baseline
7,30902E+16;7,48253E+15;7,04041E+13;4,42123E+15;-8,89824E+15;3,30468E+15;2,10003E+16;1,53489E+16;7,30913E+15;stress
6,21334E+15;6,4785E+16;5,99709E+15;4,81415E+14;3,28855E+16;8,58531E+15;2,10004E+15;1,3048E+16;6,2134E+15;baseline
2,95617E+16;3,19443E+15;2,73209E+15;4,62341E+13;7,06037E+15;1,28598E+16;2,10018E+16;6,20795E+15;2,95641E+15;stress
8,30458E+15;8,77571E+15;7,98531E+16;7,90405E+12;2,94387E+16;1,49311E+16;2,10002E+15;1,74396E+15;8,30516E+15;amusement
