MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;subject id;condition
6,58195E+15;6,72646E+16;6,24084E+13;4,85611E+15;-6,03058E+15;3,19262E+16;2,10006E+16;1,38221E+16;6,58202E+15;3;baseline
8,57704E+15;9,71527E+14;7,36389E+13;2,35138E+14;-1,31012E+15;1,27737E+15;2,10003E+14;1,80118E+16;8,60224E+15;3;stress
5,74198E+15;5,85632E+13;5,51224E+15;3,44086E+14;3,66041E+15;-1,71609E+16;2,10006E+16;1,20582E+16;5,74209E+15;17;baseline
4,87443E+15;5,50041E+15;3,8681E+14;1,63231E+16;3,47879E+15;-1,02049E+15;2,10014E+16;1,02363E+16;4,88551E+15;16;stress
3,79209E+15;3,90434E+15;3,62091E+14;2,83432E+15;1,97837E+15;-4,77818E+15;2,10015E+16;7,9634E+15;3,79213E+15;8;baseline
5,51715E+16;5,62019E+16;5,32722E+16;29296875;2,33617E+16;-6,78971E+15;2,10005E+16;1,1586E+15;5,51719E+15;17;baseline
3,78366E+16;4,03328E+16;3,5141E+14;5,1918E+15;-3,58035E+15;9,34415E+15;2,10018E+16;7,94568E+15;3,78412E+13;5;baseline
3,03854E+16;3,25012E+13;2,70653E+15;5,43594E+15;-3,6583E+16;-8,51463E+15;2,10018E+16;6,38093E+15;3,03975E+16;13;amusement
1,66013E+16;1,77307E+13;1,32027E+16;4,52805E+15;1,74975E+15;6,21091E+15;2,10027E+15;3,48627E+15;1,66025E+15;9;baseline
7,38106E+15;7,56493E+16;7,06749E+16;4,97437E+12;-1,21986E+16;-1,44755E+16;2,10002E+15;1,55002E+16;7,38134E+15;17;stress
3,79213E+15;3,91464E+15;3,56941E+16;3,4523E+15;-2,43212E+16;-5,36972E+15;2,10016E+15;7,96348E+15;3,79219E+15;8;baseline
3,86177E+16;3,97301E+16;3,65295E+13;3,20053E+15;-4,39652E+15;-1,08489E+15;2,10015E+16;8,10973E+15;3,86183E+15;8;baseline
4,14638E+15;5,04036E+16;3,16772E+12;1,87263E+16;-1,3891E+15;-1,98653E+16;2,10026E+16;8,7074E+14;4,17155E+15;4;stress
3,86316E+16;4,04243E+16;3,57513E+14;4,673E+15;-4,16753E+15;4,67557E+15;2,10013E+16;8,11264E+15;3,86341E+16;8;baseline
9,2952E+14;1,1055E+15;6,05011E+14;50048828125;5,3219E+16;9,82049E+14;2,10044E+15;1,95199E+15;9,29666E+15;10;amusement
6,25055E+16;6,48994E+16;6,00929E+15;4,80652E+13;2,94087E+15;1,21638E+16;2,10004E+13;1,31262E+16;6,25063E+15;6;baseline
6,20565E+15;6,39458E+15;5,78995E+15;6,0463E+15;-1,20393E+16;-5,86653E+15;2,10012E+16;1,30319E+16;6,20589E+16;11;baseline
9,56744E+15;1,11137E+16;8,53844E+15;2,5753E+15;-6,53361E+15;2,64595E+16;2,10004E+15;2,00916E+16;9,58064E+15;5;stress
2,40214E+16;2,59819E+16;2,0916E+16;5,06592E+11;-7,15698E+15;2,90455E+15;2,10025E+14;5,04449E+15;2,40238E+15;13;baseline
9,81858E+15;1,12118E+16;9,12056E+15;2,09122E+15;-1,64074E+15;1,04989E+16;2,10004E+16;2,0619E+15;9,82943E+15;5;stress
3,53833E+16;3,76282E+13;3,30544E+16;4,57382E+15;-6,63968E+15;1,98495E+16;2,10011E+16;7,43048E+15;3,53856E+14;15;stress
5,49919E+15;5,62019E+16;5,24025E+15;3,79944E+13;-1,30692E+16;1,27816E+16;2,10007E+16;1,15483E+16;5,49929E+15;17;baseline
9,68187E+15;1,09367E+16;7,2937E+12;3,64304E+15;4,28992E+15;1,03229E+16;2,10036E+16;2,03319E+15;9,68294E+14;16;baseline
7,33976E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,07686E+16;4,19022E+15;2,10003E+16;1,54135E+16;7,34009E+15;17;stress
6,10705E+15;6,48994E+16;5,67093E+15;8,19016E+15;-5,81645E+15;7,07558E+15;2,10013E+16;1,28248E+16;6,10823E+14;11;baseline
1,12113E+16;1,14063E+16;1,09829E+16;4,23431E+14;-1,12281E+16;6,4308E+15;2,10003E+16;2,35437E+16;1,12114E+15;7;baseline
2,80498E+16;3,01819E+13;2,41051E+15;6,07681E+15;-1,79129E+16;-7,10719E+15;2,10016E+15;5,89045E+15;2,8064E+15;15;amusement
3,29342E+16;3,70026E+14;2,86064E+16;8,39615E+15;-1,32034E+15;1,57369E+14;2,10017E+15;6,91619E+15;3,29739E+15;9;stress
6,67384E+15;7,14417E+13;6,37093E+16;7,73239E+15;-1,08907E+16;4,18747E+16;2,10004E+15;1,40151E+16;6,67674E+15;6;baseline
1,98728E+16;2,17361E+15;1,69716E+16;4,76456E+15;-1,05636E+16;1,61713E+15;2,10017E+16;4,1733E+14;1,98804E+16;15;baseline
7,6411E+15;8,16689E+15;7,19337E+15;9,73511E+12;-7,78464E+15;-3,34126E+15;2,10006E+16;1,60463E+16;7,64329E+15;11;stress
1,36415E+16;1,57051E+16;1,00327E+15;5,67245E+15;1,38391E+16;7,65074E+15;2,10044E+15;2,86471E+16;1,36441E+16;4;baseline
3,08619E+16;3,51791E+15;2,67677E+16;8,41141E+15;-6,72857E+15;-1,43176E+14;2,10021E+16;6,481E+15;3,09065E+16;9;stress
7,81106E+15;91552734375;4,89426E+15;4,26102E+15;5,81867E+15;1,15768E+16;2,10033E+15;1,64032E+15;7,81234E+15;10;baseline
7,87903E+15;9,43604E+11;6,87294E+16;2,5631E+15;-1,04253E+15;5,00301E+15;2,10003E+16;1,6546E+15;7,91561E+16;6;baseline
1,95198E+16;2,25792E+15;1,23634E+16;1,02158E+15;1,72145E+16;-1,69219E+16;2,10026E+16;4,09915E+16;1,95721E+15;10;stress
2,35299E+15;2,52647E+15;2,16866E+16;3,57819E+14;1,39146E+16;-1,7691E+16;2,10027E+16;4,94128E+13;2,35307E+16;13;baseline
4,95949E+15;5,50041E+15;4,55475E+14;9,45663E+15;-9,84732E+15;1,9291E+16;2,10013E+16;1,04149E+16;4,96304E+15;16;stress
9,56486E+15;1,10855E+15;6,3858E+14;4,69971E+11;8,07725E+14;1,35946E+14;2,10032E+16;2,00862E+16;9,56584E+15;10;amusement
3,00847E+16;3,25012E+13;2,65846E+16;5,9166E+15;-1,58301E+16;-2,57005E+15;2,1002E+13;6,31779E+15;3,01033E+16;13;amusement
4,40504E+15;4,94881E+16;3,73077E+14;1,21803E+16;-1,11661E+15;-3,60675E+15;2,10015E+16;9,25059E+15;4,4145E+15;16;stress
2,97747E+16;3,25012E+13;2,65846E+16;5,9166E+15;-1,71453E+16;9,77313E+15;2,10021E+16;6,25268E+15;2,97999E+15;13;amusement
5,9801E+15;6,29234E+16;5,67093E+15;6,21414E+15;1,61182E+16;1,22006E+15;2,10004E+16;1,25582E+15;5,98038E+15;17;amusement
3,1876E+15;3,76053E+15;2,88391E+13;8,76617E+14;-1,20158E+15;1,1711E+16;2,10013E+16;6,69395E+15;3,19485E+16;9;amusement
2,79572E+15;2,96478E+14;2,5898E+16;3,74985E+15;1,01129E+15;8,95213E+15;2,1002E+16;5,87101E+15;2,79575E+15;14;baseline
5,30955E+15;5,41573E+16;5,07889E+15;3,36838E+15;3,37376E+15;-5,97779E+15;2,10008E+15;1,11501E+16;5,30957E+15;17;baseline
9,29937E+15;1,1055E+15;6,05011E+14;50048828125;5,12667E+15;9,79906E+15;2,10044E+15;1,95287E+16;9,30087E+15;10;amusement
3,67205E+16;3,88947E+14;3,38783E+16;5,01633E+15;-3,0232E+14;4,11386E+15;2,10013E+16;7,71131E+15;3,67236E+15;15;stress
1,71823E+16;2,02942E+13;1,26801E+14;7,61414E+13;-4,86167E+15;8,00215E+15;2,10024E+16;3,60829E+15;1,72084E+16;10;stress
2,84158E+16;2,99759E+15;2,65846E+16;3,39127E+15;2,19226E+15;-5,4298E+15;2,10023E+15;5,96732E+15;2,8417E+16;13;amusement
7,88347E+15;8,39882E+15;7,51839E+15;8,80432E+13;-6,43329E+15;8,91271E+15;2,10004E+16;1,65553E+16;7,88527E+16;3;amusement
3,48183E+15;3,87001E+16;2,99416E+16;8,75854E+12;1,80358E+15;-1,00094E+16;2,10014E+15;7,31183E+15;3,48418E+16;9;amusement
2,79861E+16;3,01552E+16;2,41051E+15;6,05011E+14;-1,78423E+16;1,28616E+15;2,10016E+16;5,87709E+14;2,80006E+16;15;amusement
2,21133E+16;2,44408E+15;1,85738E+16;5,867E+14;-5,9638E+15;5,33412E+15;2,1002E+16;4,6438E+16;2,21197E+14;15;baseline
3,47153E+16;3,64456E+15;3,27492E+16;3,69644E+15;-5,79898E+15;7,17788E+15;2,10011E+16;7,29021E+15;3,4717E+15;15;stress
5,5328E+15;6,19469E+16;4,92287E+15;1,27182E+15;-7,14933E+15;5,41477E+15;2,10011E+16;1,16189E+16;5,5376E+15;5;amusement
1,79003E+15;2,03781E+15;1,26801E+14;7,69806E+14;-1,3911E+16;-4,10583E+15;2,10021E+16;3,75907E+15;1,79366E+16;10;stress
9,79878E+15;1,1116E+15;7,61795E+15;3,49808E+15;4,48606E+15;1,04574E+16;2,10033E+16;2,05774E+15;9,7998E+15;16;baseline
4,66144E+15;5,18303E+15;4,20418E+16;9,78851E+14;1,98277E+16;3,80563E+15;2,10018E+16;9,78902E+15;4,66343E+16;4;stress
1,83581E+16;2,04201E+16;1,55602E+16;4,85992E+14;-9,52049E+14;-6,81295E+15;2,10016E+16;3,85521E+15;1,83664E+16;15;baseline
3,87073E+15;5,98602E+14;3,40271E+13;2,58331E+14;8,36468E+15;2,92247E+15;2,10017E+15;8,12853E+15;3,89056E+16;5;baseline
2,84803E+15;3,00102E+16;2,65846E+16;3,4256E+14;-6,42554E+15;8,16215E+15;2,10023E+15;5,98086E+14;2,84815E+15;13;amusement
3,70949E+15;3,88298E+15;3,52135E+15;3,61633E+13;-8,78943E+14;2,27687E+16;2,10008E+15;7,78992E+15;3,70968E+14;8;amusement
6,03711E+15;6,19698E+16;5,82352E+15;3,73459E+15;3,60713E+16;8,85296E+15;2,10013E+16;1,26779E+16;6,03715E+15;11;baseline
2,89714E+16;3,06892E+16;2,56538E+16;5,0354E+12;3,97845E+16;1,51964E+16;2,10016E+15;6,08399E+15;2,89723E+15;14;baseline
6,16182E+15;6,38046E+15;5,78995E+15;5,90515E+13;-1,18771E+16;5,9554E+15;2,10012E+16;1,29398E+16;6,16208E+15;11;baseline
9,39788E+15;1,10855E+15;6,05011E+14;5,0354E+12;2,92841E+16;5,98267E+15;2,10041E+15;1,97355E+15;9,39973E+14;10;amusement
6,35685E+15;8,37326E+15;4,45175E+15;3,92151E+13;-1,08213E+16;2,52387E+15;2,10053E+16;1,33494E+16;6,39177E+15;2;amusement
1,11753E+16;1,13277E+16;1,09829E+16;3,44849E+12;1,19835E+16;9,54782E+15;2,10003E+16;2,3468E+14;1,11753E+15;7;baseline
2,81754E+15;3,00941E+16;2,55699E+15;4,52423E+14;4,23609E+15;1,23962E+16;2,10017E+16;5,91683E+15;2,8176E+16;14;baseline
6,09223E+15;6,2664E+15;5,79071E+14;4,75693E+15;-9,79972E+15;-1,28972E+15;2,10013E+16;1,27937E+16;6,09231E+15;11;baseline
3,71365E+16;3,89557E+14;3,44276E+16;4,52805E+15;1,5245E+16;6,25451E+15;2,10016E+15;7,79866E+15;3,7137E+15;5;baseline
6,76618E+14;7,12929E+16;6,31371E+16;8,15582E+14;-1,10711E+16;4,06239E+15;2,10007E+15;1,4209E+15;6,76766E+16;3;baseline
2,81321E+15;3,00941E+16;2,60696E+15;4,02451E+15;2,32926E+15;1,00421E+16;2,10016E+16;5,90775E+14;2,8133E+14;14;baseline
6,13593E+15;6,34956E+16;5,78995E+15;5,59616E+15;1,19273E+16;1,44312E+16;2,10012E+16;1,28855E+16;6,13605E+16;11;baseline
1,18881E+16;1,4019E+16;8,71277E+13;5,30624E+15;-1,01036E+15;9,49181E+13;2,10049E+16;2,4965E+16;1,19049E+16;2;baseline
2,80797E+16;2,95563E+14;2,59056E+15;3,65067E+15;7,71292E+15;5,69999E+15;2,10016E+16;5,89674E+15;2,808E+16;14;baseline
6,58434E+15;7,66182E+15;5,99709E+15;1,66473E+14;-9,07251E+15;9,25325E+15;2,10003E+16;1,38271E+16;6,60399E+15;6;baseline
6,23666E+15;6,48994E+16;6,02264E+14;4,673E+15;8,55782E+15;2,01996E+15;2,10004E+16;1,3097E+16;6,23673E+15;6;baseline
5,33954E+15;5,46074E+15;5,07889E+15;3,81851E+15;-6,61054E+15;5,96085E+15;2,10009E+16;1,1213E+16;5,33961E+15;17;baseline
2,08536E+15;2,31857E+15;1,82343E+14;4,95148E+14;-8,76015E+15;-3,90504E+15;2,10018E+16;4,37926E+15;2,08598E+15;15;baseline
1,15267E+16;1,19663E+16;1,12179E+16;7,48444E+14;-8,57199E+15;3,73579E+16;2,10002E+16;2,4206E+15;1,15278E+16;7;baseline
2,43134E+15;2,59819E+16;2,0916E+16;5,06592E+11;-5,08261E+15;-3,78224E+15;2,10025E+16;5,10581E+15;2,43153E+15;13;baseline
9,41258E+15;1,11137E+16;8,53844E+15;2,5753E+15;1,58779E+16;7,02285E+15;2,10004E+15;1,97664E+16;9,42218E+15;5;stress
2,38973E+16;2,59819E+16;2,0916E+16;5,06592E+11;-2,34588E+16;4,5512E+15;2,10026E+16;5,01843E+16;2,38997E+15;13;baseline
1,15656E+14;1,22536E+16;1,05789E+15;1,67465E+15;5,36633E+15;-7,99601E+15;2,10002E+15;2,42877E+16;1,15701E+16;6;stress
2,40278E+15;2,59819E+16;2,0916E+16;5,06592E+11;-7,33008E+14;2,78551E+15;2,10025E+15;5,04585E+16;2,40302E+16;13;baseline
2,96509E+16;3,15437E+16;2,61078E+14;5,43594E+15;8,84688E+15;1,70483E+15;2,10015E+15;6,22669E+15;2,96517E+15;14;stress
7,46568E+15;7,87315E+15;7,11899E+15;7,54166E+15;-4,86856E+15;8,14016E+15;2,10004E+12;1,56779E+16;7,46724E+15;3;stress
1,7389E+16;1,9371E+15;1,43089E+16;5,0621E+15;-7,96039E+15;-3,61204E+16;2,10013E+16;3,6517E+15;1,73989E+16;15;baseline
3,86879E+16;4,04243E+16;3,58543E+15;4,57001E+14;-1,16908E+14;8,733E+15;2,10013E+16;8,12446E+14;3,86897E+15;8;baseline
6,59719E+15;9,77249E+15;4,92287E+15;4,84962E+15;-1,01811E+16;6,64867E+13;2,1001E+15;1,38541E+16;6,74341E+15;5;amusement
3,87106E+15;3,98369E+15;3,65295E+13;3,30734E+15;2,88334E+15;1,79964E+16;2,10013E+16;8,12922E+15;3,8711E+15;8;baseline
6,09635E+15;6,27594E+14;5,78995E+15;4,85992E+14;-7,19233E+15;-3,04378E+16;2,10013E+15;1,28023E+15;6,09642E+15;11;baseline
2,96913E+14;3,15437E+16;2,61078E+14;5,43594E+15;8,19968E+15;1,47894E+16;2,10016E+16;6,23516E+15;2,9692E+16;14;stress
3,80579E+15;3,90816E+15;3,57513E+14;3,33023E+15;1,25864E+15;7,74214E+15;2,10014E+16;7,99216E+15;3,80582E+16;8;baseline
7,8353E+15;8,16002E+15;7,51839E+15;6,41632E+14;-1,72376E+16;8,70618E+15;2,10004E+16;1,64541E+16;7,83591E+15;3;amusement
2,10575E+16;2,31857E+15;1,84975E+16;4,68826E+15;-8,92364E+15;-4,19557E+15;2,10019E+16;4,42208E+15;2,10617E+16;15;baseline
2,36534E+15;2,59819E+16;2,0916E+16;5,06592E+11;1,06479E+15;7,92285E+14;2,10025E+15;4,96721E+15;2,36553E+14;13;baseline
1,7598E+16;1,98288E+15;1,42174E+16;5,61142E+15;-1,2584E+16;8,97266E+15;2,10032E+15;3,69557E+15;1,76102E+16;9;baseline
8,60792E+14;9,71527E+14;0;9,71527E+14;1,11921E+15;-7,41546E+15;2,10016E+15;1,80766E+16;8,63187E+14;3;stress
1,17932E+14;1,21174E+16;1,13922E+14;7,25174E+15;-1,19282E+16;-5,76425E+15;2,10003E+15;2,47657E+16;1,1794E+16;7;amusement
1,11857E+16;1,13277E+16;1,09829E+16;3,44849E+12;-4,46587E+15;4,29532E+16;2,10003E+16;2,34899E+15;1,11857E+16;7;baseline
1,3816E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,75336E+15;1,37773E+16;2,10058E+16;2,90137E+16;1,38171E+16;4;amusement
1,31026E+15;1,4698E+16;1,05667E+15;4,13132E+15;1,4719E+16;6,66213E+15;2,10036E+15;2,75155E+16;1,31045E+15;4;baseline
7,59569E+15;9,06372E+12;6,62117E+16;2,44255E+16;-8,38373E+15;6,23395E+14;2,10003E+15;1,59509E+16;7,62204E+15;6;baseline
6,57054E+15;6,77948E+14;6,21223E+16;5,67245E+15;-2,40068E+15;9,54158E+15;2,10007E+15;1,37981E+15;6,5707E+15;3;baseline
2,03706E+15;2,23083E+13;1,71967E+14;5,11169E+13;-1,25896E+16;1,68852E+15;2,10018E+15;4,27782E+16;2,03787E+16;15;baseline
3,44089E+16;3,82156E+15;3,02467E+16;7,9689E+15;-1,04157E+15;-1,60985E+16;2,10015E+16;7,22586E+15;3,44501E+14;9;stress
7,80755E+15;91552734375;4,89426E+15;4,26102E+15;5,80143E+15;1,1619E+16;2,10032E+16;1,63959E+16;7,80884E+15;10;baseline
1,16595E+16;1,38664E+16;9,13239E+14;4,73404E+15;-4,53754E+15;1,43625E+16;2,10041E+15;2,4485E+16;1,16682E+16;2;baseline
6,82003E+15;7,12624E+15;6,42128E+16;7,04956E+12;-6,71175E+15;-4,23835E+15;2,10006E+16;1,43221E+16;6,82087E+15;11;stress
4,09646E+15;4,65088E+11;3,63388E+15;1,017E+15;-8,80727E+15;5,32571E+15;2,10024E+15;8,60256E+15;4,10187E+14;5;baseline
1,16274E+16;1,22177E+15;1,09997E+16;1,21803E+16;-1,78724E+15;1,78316E+16;2,10003E+16;2,44176E+14;1,1634E+16;7;baseline
1,34405E+16;1,57051E+16;1,0582E+15;5,12314E+15;-4,89773E+15;5,82131E+15;2,10046E+16;2,8225E+15;1,34461E+16;4;baseline
3,69484E+15;3,82233E+14;3,57246E+16;2,49863E+15;-5,51402E+15;-1,56991E+16;2,10008E+15;7,75916E+14;3,69493E+15;8;amusement
7,90974E+15;9,33075E+14;5,8136E+13;3,51715E+14;3,68249E+15;1,00621E+16;2,10033E+15;1,66104E+16;7,9112E+15;10;baseline
8,68208E+15;1,05923E+16;7,6252E+15;2,96707E+15;-8,6926E+14;5,3842E+15;2,10002E+15;1,82324E+16;8,71127E+15;6;stress
8,28517E+15;8,52547E+15;7,91473E+14;6,10733E+15;-8,80695E+15;4,8128E+15;2,10002E+15;1,73989E+16;8,28544E+13;6;amusement
7,80686E+15;91552734375;4,89426E+15;4,26102E+15;5,79469E+16;1,15781E+16;2,10032E+16;1,63944E+16;7,80815E+15;10;baseline
5,11651E+15;6,63528E+15;4,07143E+16;2,56386E+16;-1,4376E+16;1,38406E+16;2,10014E+16;1,07447E+15;5,16135E+15;13;stress
1,15479E+16;1,20136E+16;1,12179E+16;7,95746E+14;-8,17756E+14;3,87665E+15;2,10002E+15;2,42505E+15;1,15491E+16;7;baseline
2,86295E+15;3,18565E+15;2,65846E+16;5,27191E+14;6,2764E+15;2,38436E+16;2,10023E+16;6,0122E+15;2,86355E+15;13;amusement
6,5496E+15;9,63974E+15;4,45175E+15;5,18799E+11;-6,43922E+15;7,51695E+15;2,10051E+16;1,37542E+16;6,62045E+15;2;amusement
5,7077E+15;5,95093E+12;5,37567E+14;5,75256E+13;-8,50633E+15;-3,28744E+15;2,10005E+16;1,19862E+15;5,70818E+15;17;baseline
6,8405E+15;7,21626E+16;6,36482E+16;8,5144E+12;-1,34841E+16;2,68007E+15;2,10007E+15;1,4365E+16;6,84232E+14;3;baseline
4,26256E+16;4,99382E+15;3,7571E+15;1,23672E+15;-9,56805E+14;4,66685E+15;2,10024E+16;8,95138E+15;4,27141E+15;5;baseline
1,88465E+16;2,07329E+16;1,63383E+16;439453125;-1,17954E+16;6,22582E+16;2,10016E+15;3,95777E+15;1,88539E+16;15;baseline
3,50109E+15;3,67737E+13;3,29437E+14;3,82996E+13;-9,57279E+15;2,26446E+15;2,10011E+15;7,35228E+15;3,50129E+15;15;stress
1,94535E+14;2,25792E+15;1,23634E+16;1,02158E+15;1,30193E+16;-1,59809E+16;2,10026E+16;4,08523E+15;1,95107E+16;10;stress
5,97973E+15;6,13747E+15;5,6263E+16;5,11169E+13;9,62556E+15;1,15255E+16;2,10014E+16;1,25574E+16;5,97978E+15;11;baseline
2,34476E+16;2,49329E+13;2,16866E+16;3,24631E+15;1,54546E+16;1,23359E+16;2,10026E+16;4,92399E+14;2,34485E+15;13;baseline
8,26501E+15;8,51173E+15;7,91473E+14;5,97E+15;-3,9543E+15;7,09622E+15;2,10002E+15;1,73565E+16;8,26523E+15;6;amusement
3,72785E+15;3,92494E+16;3,38783E+16;537109375;-1,16123E+16;3,37917E+15;2,10012E+15;7,82848E+15;3,72823E+16;15;stress
4,92965E+16;7,9071E+13;3,40271E+13;4,50439E+11;-1,33748E+15;6,91028E+15;2,10014E+15;1,03523E+16;5,15711E+16;5;baseline
2,81379E+15;3,00941E+16;2,55699E+15;4,52423E+14;2,47182E+16;9,7369E+15;2,10016E+16;5,90897E+14;2,81388E+16;14;baseline
2,35844E+15;2,53067E+15;2,09618E+15;4,34494E+15;-2,78602E+15;1,00977E+16;2,10024E+16;4,95273E+15;2,35861E+16;13;baseline
2,8174E+16;3,00941E+16;2,55699E+15;4,52423E+14;4,02862E+15;1,22557E+16;2,10017E+16;5,91653E+15;2,81746E+16;14;baseline
2,34562E+15;2,50893E+16;2,02675E+16;4,82178E+11;9,35458E+15;3,78534E+15;2,10025E+16;4,92579E+15;2,34571E+15;13;baseline
1,16936E+15;1,38664E+16;9,13239E+14;4,73404E+15;-4,82665E+15;2,99067E+15;2,1004E+16;2,45566E+15;1,17041E+16;2;baseline
3,81584E+16;3,97301E+16;3,56941E+16;4,03595E+14;-1,09524E+16;3,58848E+15;2,10015E+16;8,01327E+15;3,8161E+15;8;baseline
5,61776E+15;5,95093E+12;5,37567E+14;5,75256E+13;2,61873E+15;9,37353E+15;2,10005E+14;1,17973E+16;5,61848E+15;17;baseline
7,37754E+15;7,56493E+16;7,13654E+14;4,28391E+15;-7,25474E+15;-4,20217E+15;2,10002E+16;1,54928E+16;7,37788E+15;17;stress
9,78844E+15;1,11237E+14;7,61795E+15;3,50571E+15;3,80538E+16;8,92762E+15;2,10036E+14;2,05557E+16;9,78951E+15;16;baseline
1,38007E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,74536E+15;1,32275E+16;2,10057E+16;2,89814E+16;1,38018E+16;4;amusement
9,40079E+14;1,10855E+15;6,05011E+14;5,0354E+12;2,9273E+16;5,83466E+15;2,10041E+16;1,97417E+16;9,40265E+14;10;amusement
8,29075E+15;8,52547E+15;7,91473E+14;6,10733E+15;-1,06896E+15;4,3358E+16;2,10002E+16;1,74106E+16;8,29107E+15;6;amusement
3,87224E+15;400390625;3,65295E+13;3,50952E+12;-5,5119E+16;2,03871E+15;2,10012E+16;8,1317E+15;3,87229E+15;8;baseline
1,1822E+16;1,2067E+16;1,14891E+16;5,77927E+15;5,41215E+15;-7,14954E+15;2,10003E+16;2,48262E+16;1,18223E+16;7;amusement
6,60246E+16;7,66182E+15;5,99709E+15;1,66473E+14;-1,03395E+16;8,60707E+15;2,10003E+15;1,38652E+15;6,62278E+15;6;baseline
7,3964E+15;7,82967E+15;6,93665E+13;8,93021E+15;-2,98463E+15;8,54651E+15;2,10004E+16;1,55324E+16;7,3979E+15;3;stress
6,38482E+15;7421875;5,99709E+15;1,42479E+16;1,9696E+16;1,86765E+16;2,10003E+16;1,34081E+16;6,3939E+15;6;baseline
9,75127E+15;1,11137E+16;9,03473E+14;2,07901E+15;4,92248E+15;7,09421E+15;2,10004E+15;2,04777E+16;9,75796E+15;5;stress
2,35023E+15;2,52647E+15;2,10419E+14;4,22287E+15;1,49558E+16;2,86524E+15;2,10024E+15;4,93549E+15;2,3503E+16;13;baseline
2,17684E+16;2,32391E+14;1,94855E+14;3,75366E+12;1,26643E+16;3,22255E+15;2,1002E+15;4,57137E+15;2,17693E+16;16;amusement
4,75918E+15;5,50842E+13;43212890625;1,18713E+13;3,11777E+15;2,70426E+16;2,10018E+16;9,99427E+15;4,76212E+15;4;stress
1,37794E+16;1,57738E+16;1,12762E+14;4,49753E+15;4,06624E+15;1,41541E+16;2,10059E+15;2,89367E+16;1,37805E+15;4;amusement
6,31325E+16;6,52504E+16;6,00929E+15;5,15747E+12;-9,92961E+15;5,70435E+15;2,10004E+15;1,32578E+16;6,31371E+15;6;baseline
9,40186E+15;1,11137E+16;8,53844E+15;2,5753E+15;4,43825E+15;7,47465E+15;2,10004E+16;1,97439E+15;9,41097E+14;5;stress
2,36502E+16;2,59819E+16;2,0916E+16;5,06592E+11;9,37866E+15;7,73543E+15;2,10025E+16;4,96654E+16;2,3652E+16;13;baseline
1,94825E+16;2,12555E+14;1,69716E+16;4,28391E+15;-9,21474E+15;1,03635E+14;2,10017E+15;4,09132E+15;1,94898E+16;15;baseline
5,98699E+15;6,16302E+14;5,6263E+16;5,36728E+15;2,32743E+15;4,39678E+15;2,10013E+14;1,25727E+16;5,98706E+15;11;baseline
3,71189E+16;3,88298E+15;3,52135E+15;3,61633E+13;-8,57501E+15;1,83623E+16;2,10008E+16;7,79497E+14;3,71209E+16;8;amusement
1,79543E+16;2,174E+16;1,26801E+14;9,05991E+15;-1,17828E+16;4,42104E+15;2,10024E+16;3,7704E+16;1,80124E+16;10;stress
1,09359E+16;1,19156E+15;9,82018E+15;2,09541E+16;-1,55379E+16;-1,90617E+15;2,10002E+15;2,29654E+16;1,09508E+16;6;stress
5,33781E+15;5,46074E+15;5,07889E+15;3,81851E+15;-5,45259E+15;6,1603E+15;2,10009E+16;1,12094E+16;5,33787E+15;17;baseline
6,80892E+15;7,12624E+15;6,42128E+16;7,04956E+12;-6,47966E+15;-4,83199E+15;2,10006E+15;1,42987E+16;6,80983E+15;11;stress
1,18151E+16;1,24725E+14;1,13873E+16;1,08528E+16;-9,89184E+15;5,07445E+15;2,10003E+12;2,48118E+15;1,18182E+16;7;baseline
1,70424E+16;1,93901E+16;1,26801E+14;6,71005E+15;-8,45658E+15;5,31492E+15;2,10024E+15;3,57889E+15;1,70584E+16;10;stress
6,1781E+14;6,38084E+16;5,78995E+15;5,90897E+15;-1,62173E+16;1,5187E+16;2,10012E+16;1,2974E+16;6,1784E+15;11;baseline
3,02757E+15;3,17917E+15;2,79503E+15;3,8414E+15;-5,52988E+15;8,03071E+15;2,10012E+15;6,3579E+15;3,02769E+15;14;amusement
9,72151E+15;1,11137E+16;9,12056E+15;1,99318E+16;1,27534E+16;1,28629E+16;2,10004E+15;2,04152E+16;9,72745E+15;5;stress
1,33134E+16;1,51978E+12;1,0582E+15;4,61578E+14;1,04945E+16;1,13658E+16;2,10042E+16;2,7958E+15;1,33168E+16;4;baseline
1,19219E+15;1,4019E+16;8,71277E+13;5,30624E+15;-9,2918E+15;-3,17549E+16;2,10051E+16;2,5036E+16;1,19382E+16;2;baseline
3,84961E+16;4,08821E+16;3,57094E+16;5,17273E+13;9,44626E+15;1,13572E+16;2,10009E+16;8,08417E+15;3,85004E+15;8;stress
6,62191E+15;9,63974E+15;4,45175E+15;5,18799E+11;-1,0962E+16;5,62596E+15;2,10061E+15;1,3906E+16;6,69946E+15;2;amusement
2,09969E+16;2,31857E+15;1,82343E+14;4,95148E+14;-9,2003E+15;-3,90585E+15;2,10019E+16;4,40936E+16;2,10017E+15;15;baseline
1,1882E+16;1,22177E+15;1,11885E+16;1,02921E+15;1,17513E+15;-1,38439E+16;2,10003E+16;2,49523E+15;1,18841E+16;7;baseline
